,Model,Displ,Cyl,Trans,Drive,Fuel,Region,Stnd,Description,ID,Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay,Comb CO2
2059,PORSCHE Cayenne S,2.9,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LPRXT03.0CV6,standard SUV,5,18,22,19,3,No,460
2060,PORSCHE Cayenne S,2.9,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LPRXT03.0CV6,standard SUV,5,18,22,20,4,No,448
2061,PORSCHE Cayenne S,2.9,6,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LPRXT03.0CV6,standard SUV,5,18,22,19,3,No,460
2062,PORSCHE Cayenne S,2.9,6,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LPRXT03.0CV6,standard SUV,5,18,22,20,4,No,448
2063,PORSCHE Cayenne Turbo,4.0,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LPRXT04.0CV8,standard SUV,3,15,19,17,3,No,529
2064,PORSCHE Cayenne Turbo,4.0,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LPRXT04.0CV8,standard SUV,3,15,19,17,3,No,535
2065,PORSCHE Cayenne Turbo,4.0,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LPRXT04.0CV8,standard SUV,3,15,19,17,3,No,529
2066,PORSCHE Cayenne Turbo,4.0,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LPRXT04.0CV8,standard SUV,3,15,19,17,3,No,535
2071,PORSCHE Cayman,2.0,4,AMS-7,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,LPRXV02.5B82,small car,1,21,27,24,5,No,375
2072,PORSCHE Cayman,2.0,4,AMS-7,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,LPRXV02.5B82,small car,1,21,27,24,5,No,375
2073,PORSCHE Cayman,2.0,4,Man-6,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,LPRXV02.5B82,small car,1,20,26,22,4,No,394
2074,PORSCHE Cayman,2.0,4,Man-6,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,LPRXV02.5B82,small car,1,20,26,22,4,No,394
2075,PORSCHE Cayman S,2.5,4,AMS-7,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,LPRXV02.5B82,small car,1,19,25,22,4,No,410
2076,PORSCHE Cayman S,2.5,4,AMS-7,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,LPRXV02.5B82,small car,1,19,25,22,4,No,410
2077,PORSCHE Cayman S,2.5,4,Man-6,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,LPRXV02.5B82,small car,1,19,24,21,4,No,423
2078,PORSCHE Cayman S,2.5,4,Man-6,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,LPRXV02.5B82,small car,1,19,24,21,4,No,423
2079,PORSCHE Macan,2.0,4,AMS-7,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LPRXT02.0MR4,small SUV,5,19,23,21,4,No,426
2080,PORSCHE Macan,2.0,4,AMS-7,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LPRXT02.0MR4,small SUV,5,19,23,21,4,No,426
2081,PORSCHE Macan GTS,2.9,6,AMS-7,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LPRXT03.0CV6,small SUV,5,17,22,19,3,No,459
2082,PORSCHE Macan GTS,2.9,6,AMS-7,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LPRXT03.0CV6,small SUV,5,17,22,19,3,No,459
2083,PORSCHE Macan S,3.0,6,AMS-7,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LPRXT03.0CV6,small SUV,5,18,23,20,4,No,438
2084,PORSCHE Macan S,3.0,6,AMS-7,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LPRXT03.0CV6,small SUV,5,18,23,20,4,No,438
2085,PORSCHE Macan Turbo,2.9,6,AMS-7,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LPRXT03.0CV6,small SUV,5,17,22,19,3,No,463
2086,PORSCHE Macan Turbo,2.9,6,AMS-7,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LPRXT03.0CV6,small SUV,5,17,22,19,3,No,463
2087,PORSCHE Panamera,3.0,6,AMS-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LPRXV03.0PV6,large car,5,19,27,22,4,No,401
2088,PORSCHE Panamera,3.0,6,AMS-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LPRXV03.0PV6,large car,5,19,27,22,4,No,401
2089,PORSCHE Panamera 4,3.0,6,AMS-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LPRXV03.0PV6,large car,5,19,26,22,4,No,407
2090,PORSCHE Panamera 4,3.0,6,AMS-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LPRXV03.0PV6,large car,5,19,26,22,4,No,407
2091,PORSCHE Panamera 4 Executive,3.0,6,AMS-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LPRXV03.0PV6,large car,5,19,26,22,4,No,407
2092,PORSCHE Panamera 4 Executive,3.0,6,AMS-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LPRXV03.0PV6,large car,5,19,26,22,4,No,407
2093,PORSCHE Panamera 4 ST,3.0,6,AMS-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LPRXV03.0PV6,large car,5,19,26,22,4,No,403
2094,PORSCHE Panamera 4 ST,3.0,6,AMS-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LPRXV03.0PV6,large car,5,19,26,22,4,No,403
2101,PORSCHE Panamera 4S,2.9,6,AMS-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LPRXV03.0PV6,large car,5,18,26,21,4,No,419
2102,PORSCHE Panamera 4S,2.9,6,AMS-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LPRXV03.0PV6,large car,5,18,26,21,4,No,419
2103,PORSCHE Panamera 4S Executive,2.9,6,AMS-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LPRXV03.0PV6,large car,5,18,26,21,4,No,419
2104,PORSCHE Panamera 4S Executive,2.9,6,AMS-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LPRXV03.0PV6,large car,5,18,26,21,4,No,419
2105,PORSCHE Panamera 4S ST,2.9,6,AMS-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LPRXV03.0PV6,large car,5,18,24,20,4,No,440
2106,PORSCHE Panamera 4S ST,2.9,6,AMS-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LPRXV03.0PV6,large car,5,18,24,20,4,No,440
2107,PORSCHE Panamera GTS,4.0,8,AMS-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LPRXV04.0PV8,large car,3,16,23,19,3,No,474
2108,PORSCHE Panamera GTS,4.0,8,AMS-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LPRXV04.0PV8,large car,3,16,23,19,3,No,474
2109,PORSCHE Panamera GTS ST,4.0,8,AMS-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LPRXV04.0PV8,large car,3,15,22,18,3,No,503
2110,PORSCHE Panamera GTS ST,4.0,8,AMS-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LPRXV04.0PV8,large car,3,15,22,18,3,No,503
2111,PORSCHE Panamera Turbo,4.0,8,AMS-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LPRXV04.0PV8,large car,3,18,25,21,4,No,420
2112,PORSCHE Panamera Turbo,4.0,8,AMS-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LPRXV04.0PV8,large car,3,18,25,21,4,No,420
2113,PORSCHE Panamera Turbo Exec,4.0,8,AMS-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LPRXV04.0PV8,large car,3,18,25,21,4,No,420
2114,PORSCHE Panamera Turbo Exec,4.0,8,AMS-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LPRXV04.0PV8,large car,3,18,25,21,4,No,420
2121,PORSCHE Panamera Turbo ST,4.0,8,AMS-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LPRXV04.0PV8,large car,3,18,23,20,4,No,449
2122,PORSCHE Panamera Turbo ST,4.0,8,AMS-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LPRXV04.0PV8,large car,3,18,23,20,4,No,449
2123,PORSHCE Cayman T,2.0,4,AMS-7,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,LPRXV02.5B82,small car,1,21,27,23,5,No,380
2124,PORSHCE Cayman T,2.0,4,AMS-7,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,LPRXV02.5B82,small car,1,21,27,23,5,No,380
2125,PORSHCE Cayman T,2.0,4,Man-6,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,LPRXV02.5B82,small car,1,20,26,22,4,No,394
2126,PORSHCE Cayman T,2.0,4,Man-6,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,LPRXV02.5B82,small car,1,20,26,22,4,No,394
2127,RAM 1500,3.0,6,Auto-8,2WD,Diesel,CA,L3LEV160,California LEV-III LEV160,LCRXT03.05PW,pickup,1,22,32,26,5,No,390
2128,RAM 1500,3.0,6,Auto-8,2WD,Diesel,FA,T3B160,Federal Tier 3 Bin 160,LCRXT03.05PW,pickup,1,22,32,26,5,No,390
2129,RAM 1500,3.0,6,Auto-8,4WD,Diesel,CA,L3LEV160,California LEV-III LEV160,LCRXT03.05PW,pickup,1,21,29,24,4,No,418
2130,RAM 1500,3.0,6,Auto-8,4WD,Diesel,FA,T3B160,Federal Tier 3 Bin 160,LCRXT03.05PW,pickup,1,21,29,24,4,No,418
2131,RAM 1500,3.6,6,Auto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LCRXT03.65P7,pickup,5,20,25,22,4,No,407
2132,RAM 1500,3.6,6,Auto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LCRXT03.65P7,pickup,5,20,25,22,4,No,407
2133,RAM 1500,3.6,6,Auto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LCRXT03.65P7,pickup,5,19,24,21,4,No,418
2134,RAM 1500,3.6,6,Auto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LCRXT03.65P7,pickup,5,19,24,21,4,No,418
2135,RAM 1500,5.7,8,Auto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LCRXT05.75P1,pickup,3,17,23,19,3,No,467
2136,RAM 1500,5.7,8,Auto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LCRXT05.75P1,pickup,3,17,23,19,3,No,467
2137,RAM 1500,5.7,8,Auto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LCRXT05.75P4,pickup,5,15,22,17,3,No,514
2138,RAM 1500,5.7,8,Auto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LCRXT05.75P4,pickup,5,15,22,17,3,No,514
2139,RAM 1500,5.7,8,Auto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LCRXT05.75P7,pickup,3,15,22,17,3,No,514
2140,RAM 1500,5.7,8,Auto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LCRXT05.75P7,pickup,3,15,22,17,3,No,514
2141,RAM 1500,5.7,8,Auto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LCRXT05.75P8,pickup,3,17,23,19,3,No,467
2142,RAM 1500,5.7,8,Auto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LCRXT05.75P8,pickup,3,17,23,19,3,No,467
2143,RAM 1500,5.7,8,Auto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LCRXT05.75P1,pickup,3,17,22,19,3,No,474
2144,RAM 1500,5.7,8,Auto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LCRXT05.75P1,pickup,3,17,22,19,3,No,474
2145,RAM 1500,5.7,8,Auto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LCRXT05.75P4,pickup,5,15,21,17,3,No,523
2146,RAM 1500,5.7,8,Auto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LCRXT05.75P4,pickup,5,15,21,17,3,No,523
2147,RAM 1500,5.7,8,Auto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LCRXT05.75P7,pickup,3,15,21,17,3,No,523
2148,RAM 1500,5.7,8,Auto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LCRXT05.75P7,pickup,3,15,21,17,3,No,523
2149,RAM 1500,5.7,8,Auto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LCRXT05.75P8,pickup,3,17,22,19,3,No,474
2150,RAM 1500,5.7,8,Auto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LCRXT05.75P8,pickup,3,17,22,19,3,No,474
2151,RAM 1500 Classic,3.6,6,Auto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LCRXT03.65P1,pickup,3,17,25,20,4,No,450
2152,RAM 1500 Classic,3.6,6,Auto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LCRXT03.65P1,pickup,3,17,25,20,4,No,450
2153,RAM 1500 Classic,3.6,6,Auto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LCRXT03.65P1,pickup,3,16,23,19,3,No,475
2154,RAM 1500 Classic,3.6,6,Auto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LCRXT03.65P1,pickup,3,16,23,19,3,No,475
2155,RAM 1500 Classic,5.7,8,Auto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LCRXT05.75P2,pickup,3,15,22,17,3,No,513
2156,RAM 1500 Classic,5.7,8,Auto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LCRXT05.75P2,pickup,3,15,22,17,3,No,513
2157,RAM 1500 Classic,5.7,8,Auto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LCRXT05.75P2,pickup,3,15,21,17,3,No,526
2158,RAM 1500 Classic,5.7,8,Auto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LCRXT05.75P2,pickup,3,15,21,17,3,No,526
2159,RAM 1500 HFE,3.6,6,Auto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LCRXT03.65P7,pickup,5,20,26,23,5,No,394
2160,RAM 1500 HFE,3.6,6,Auto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LCRXT03.65P7,pickup,5,20,26,23,5,No,394
2161,RAM Promaster City,2.4,4,Auto-9,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,LCRXT02.45P1,special purpose,6,21,28,24,5,No,374
2162,RAM Promaster City,2.4,4,Auto-9,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,LCRXT02.45P1,special purpose,6,21,28,24,5,No,374
2163,ROLLS-ROYCE Cullinan,6.7,12,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LRRGV06.7N74,station wagon,3,12,20,14,1,No,619
2164,ROLLS-ROYCE Cullinan,6.7,12,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LRRGV06.7N74,station wagon,3,12,20,14,1,No,619
2165,ROLLS-ROYCE Cullinan Black Badge,6.7,12,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LRRGV06.7N74,station wagon,3,12,20,14,1,No,619
2166,ROLLS-ROYCE Cullinan Black Badge,6.7,12,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LRRGV06.7N74,station wagon,3,12,20,14,1,No,619
2167,ROLLS-ROYCE Dawn,6.6,12,SemiAuto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LRRGV06.6N74,small car,3,12,18,14,1,No,637
2168,ROLLS-ROYCE Dawn,6.6,12,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LRRGV06.6N74,small car,3,12,18,14,1,No,637
2169,ROLLS-ROYCE Ghost,6.6,12,SemiAuto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LRRGV06.6N74,large car,3,12,18,14,1,No,637
2170,ROLLS-ROYCE Ghost,6.6,12,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LRRGV06.6N74,large car,3,12,18,14,1,No,637
2171,ROLLS-ROYCE Ghost EWB,6.6,12,SemiAuto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LRRGV06.6N74,large car,3,12,18,14,1,No,637
2172,ROLLS-ROYCE Ghost EWB,6.6,12,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LRRGV06.6N74,large car,3,12,18,14,1,No,637
2173,ROLLS-ROYCE Phantom,6.7,12,SemiAuto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LRRGV06.7N74,large car,3,12,20,14,1,No,615
2174,ROLLS-ROYCE Phantom,6.7,12,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LRRGV06.7N74,large car,3,12,20,14,1,No,615
2175,ROLLS-ROYCE Phantom EWB,6.7,12,SemiAuto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LRRGV06.7N74,large car,3,12,20,14,1,No,615
2176,ROLLS-ROYCE Phantom EWB,6.7,12,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LRRGV06.7N74,large car,3,12,20,14,1,No,615
2177,ROLLS-ROYCE Wraith,6.6,12,SemiAuto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LRRGV06.6N74,midsize car,3,12,18,14,1,No,624
2178,ROLLS-ROYCE Wraith,6.6,12,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LRRGV06.6N74,midsize car,3,12,18,14,1,No,624
2179,ROUSH F150,5.0,8,SemiAuto-10,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LRIIT05.03DP,pickup,3,11,15,13,1,No,689
2180,ROUSH F150,5.0,8,SemiAuto-10,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LRIIT05.03DP,pickup,3,11,15,13,1,No,689
2181,ROUSH F150,5.0,8,SemiAuto-10,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LRIIT05.03DP,pickup,3,11,15,13,1,No,689
2182,ROUSH F150,5.0,8,SemiAuto-10,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LRIIT05.03DP,pickup,3,11,15,13,1,No,689
2183,ROUSH Stage 3 Mustang,5.0,8,Man-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LRIIV05.0VKN,small car,3,13,20,15,2,No,570
2184,ROUSH Stage 3 Mustang,5.0,8,Man-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LRIIV05.0VKN,small car,3,13,20,15,2,No,570
2185,ROUSH Stage 3 Mustang,5.0,8,SemiAuto-10,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LRIIV05.0VKN,small car,3,12,18,14,1,No,618
2186,ROUSH Stage 3 Mustang,5.0,8,SemiAuto-10,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LRIIV05.0VKN,small car,3,12,18,14,1,No,618
2187,SUBARU Ascent,2.4,4,SCV-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LFJXJ02.4CZA,standard SUV,3,21,27,23,5,No,386
2188,SUBARU Ascent,2.4,4,SCV-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LFJXJ02.4CZA,standard SUV,3,21,27,23,5,No,386
2189,SUBARU Ascent Limited/Touring,2.4,4,SCV-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LFJXJ02.4CZA,standard SUV,3,20,26,22,4,No,401
2190,SUBARU Ascent Limited/Touring,2.4,4,SCV-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LFJXJ02.4CZA,standard SUV,3,20,26,22,4,No,401
2191,SUBARU BRZ,2.0,4,Man-6,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,LFJXV02.0AJM,small car,1,21,29,24,5,No,372
2192,SUBARU BRZ,2.0,4,Man-6,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,LFJXV02.0AJM,small car,1,21,29,24,5,No,372
2193,SUBARU BRZ,2.0,4,SemiAuto-6,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,LFJXV02.0AJM,small car,1,24,33,27,6,No,322
2194,SUBARU BRZ,2.0,4,SemiAuto-6,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,LFJXV02.0AJM,small car,1,24,33,27,6,No,322
2195,SUBARU BRZ tS,2.0,4,Man-6,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,LFJXV02.0AJM,small car,1,20,27,23,5,No,384
2196,SUBARU BRZ tS,2.0,4,Man-6,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,LFJXV02.0AJM,small car,1,20,27,23,5,No,384
2197,SUBARU Crosstrek,2.0,4,Man-6,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LFJXJ02.5BUY,small SUV,7,22,29,25,5,No,355
2198,SUBARU Crosstrek,2.0,4,Man-6,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,LFJXJ02.5BUY,small SUV,6,22,29,25,5,No,355
2199,SUBARU Crosstrek,2.0,4,SCV-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LFJXJ02.5BUY,small SUV,7,27,33,30,7,Yes,298
2200,SUBARU Crosstrek,2.0,4,SCV-8,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,LFJXJ02.5BUY,small SUV,6,27,33,30,7,Yes,298
2203,SUBARU Forester,2.5,4,SCV-7,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LFJXJ02.5BUY,small SUV,7,26,33,29,6,No,309
2204,SUBARU Forester,2.5,4,SCV-7,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,LFJXJ02.5BUY,small SUV,6,26,33,29,6,No,309
2205,SUBARU Impreza,2.0,4,Man-5,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LFJXJ02.5BUY,midsize car,7,23,31,26,5,No,337
2206,SUBARU Impreza,2.0,4,Man-5,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LFJXJ02.5BUY,station wagon,7,24,31,26,5,No,335
2207,SUBARU Impreza,2.0,4,Man-5,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,LFJXJ02.5BUY,midsize car,6,23,31,26,5,No,337
2208,SUBARU Impreza,2.0,4,Man-5,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,LFJXJ02.5BUY,station wagon,6,24,31,26,5,No,335
2209,SUBARU Impreza,2.0,4,SCV-7,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LFJXJ02.5BUY,midsize car,7,28,36,31,7,Yes,282
2210,SUBARU Impreza,2.0,4,SCV-7,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LFJXJ02.5BUY,station wagon,7,28,36,31,7,Yes,288
2211,SUBARU Impreza,2.0,4,SCV-7,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,LFJXJ02.5BUY,midsize car,6,28,36,31,7,Yes,282
2212,SUBARU Impreza,2.0,4,SCV-7,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,LFJXJ02.5BUY,station wagon,6,28,36,31,7,Yes,288
2213,SUBARU Impreza 4-Door Sport,2.0,4,Man-5,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LFJXJ02.5BUY,midsize car,7,23,31,26,5,No,337
2214,SUBARU Impreza 4-Door Sport,2.0,4,Man-5,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,LFJXJ02.5BUY,midsize car,6,23,31,26,5,No,337
2215,SUBARU Impreza 4-Door Sport,2.0,4,SCV-7,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LFJXJ02.5BUY,midsize car,7,27,36,30,7,Yes,291
2216,SUBARU Impreza 4-Door Sport,2.0,4,SCV-7,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,LFJXJ02.5BUY,midsize car,6,27,36,30,7,Yes,291
2217,SUBARU Impreza 5-Door Sport,2.0,4,Man-5,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LFJXJ02.5BUY,station wagon,7,22,30,25,5,No,351
2218,SUBARU Impreza 5-Door Sport,2.0,4,Man-5,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,LFJXJ02.5BUY,station wagon,6,22,30,25,5,No,351
2219,SUBARU Impreza 5-Door Sport,2.0,4,SCV-7,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LFJXJ02.5BUY,station wagon,7,27,35,30,7,Yes,292
2220,SUBARU Impreza 5-Door Sport,2.0,4,SCV-7,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,LFJXJ02.5BUY,station wagon,6,27,35,30,7,Yes,292
2221,SUBARU Legacy,2.4,4,SCV-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LFJXJ02.4CZA,large car,3,24,32,27,6,No,330
2222,SUBARU Legacy,2.4,4,SCV-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LFJXJ02.4CZA,large car,3,24,32,27,6,No,330
2223,SUBARU Legacy,2.5,4,SCV-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LFJXJ02.5BUY,large car,7,27,35,30,7,Yes,295
2224,SUBARU Legacy,2.5,4,SCV-8,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,LFJXJ02.5BUY,large car,6,27,35,30,7,Yes,295
2225,SUBARU Outback AWD,2.4,4,SCV-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LFJXJ02.4CZA,small SUV,3,23,30,26,5,No,343
2226,SUBARU Outback AWD,2.4,4,SCV-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LFJXJ02.4CZA,small SUV,3,23,30,26,5,No,343
2227,SUBARU Outback AWD,2.5,4,SCV-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LFJXJ02.5BUY,small SUV,7,26,33,29,6,No,308
2228,SUBARU Outback AWD,2.5,4,SCV-8,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,LFJXJ02.5BUY,small SUV,6,26,33,29,6,No,308
2229,SUBARU WRX,2.0,4,Man-6,4WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,LFJXV02.0FPT,small car,1,21,27,23,5,No,382
